id,sentiment_manual
126493141271449600,positive
126493101807239168,positive
126493037110099968,positive
126493034014720000,positive
126492983968268288,positive
126492981460082688,positive
126492970793971712,positive
126492852615262208,positive
126492838870515712,positive
126492656124702720,positive
126492628152889344,positive
126492595500236800,positive
126492495394775040,positive
126492415749128192,positive
126492266016673792,positive
126492259993657344,positive
126492242373386240,positive
126492101549621248,positive
126492040954527744,positive
126492009748889600,positive
126491707247300608,positive
126491689396338688,positive
126491556831182848,positive
126491420260442112,positive
126491304036278272,positive
126491109982613504,positive
126491084854530048,positive
126491009558392832,positive
126490970803027968,positive
126490696214511616,positive
126490548306579456,positive
126490282878443520,positive
126490137944268800,positive
126489924596793344,positive
126489848004608000,positive
126489841096597504,positive
126489713782685696,positive
126489671730597888,positive
126489424807735296,positive
126489397507014656,positive
126489393526616064,positive
126489263025033216,positive
126489200567664640,positive
126489182263721984,positive
126489085102661632,positive
126489066077302784,positive
126488933772169216,positive
126488863374983168,positive
126488589046517760,positive
126488572772622336,positive
126488519265894400,positive
126488454921068544,positive
126488447098695680,positive
126488384410619904,positive
126488304341360640,positive
126488294325370880,positive
126488249739915264,positive
126488202935664640,positive
126488018616987648,positive
126487844830191616,positive
126487523366150144,positive
126487508589621248,positive
126487332865056768,positive
126487172487462912,positive
126487153655029760,positive
126487090723700736,positive
126487082905518080,positive
126486849706401792,positive
126486332104130560,positive
126486322675318784,positive
126485171280166912,positive
126484977176158208,positive
126484769285480448,positive
126484631389356032,positive
126534476875567104,negative
126533446293127168,negative
126532210210783232,negative
126527166195314688,negative
126526648928579584,negative
126520550876127232,negative
126520337289580544,negative
126518920122335232,negative
126517970179600384,negative
126517608697708544,negative
126516572343910400,negative
126516408317251584,negative
126515822750478336,negative
126515697181409280,negative
126514511862706176,negative
126507644742672384,negative
126506609823334400,negative
126505594290057216,negative
126503098071007232,negative
126502732369629184,negative
126502274204831744,negative
126501869920075776,negative
126499555742203904,negative
126497996350304256,negative
126497929593761792,negative
126497514168922112,negative
126497333209858048,negative
126496987192373248,negative
126495219058348032,negative
126494895501348864,negative
126494402381225984,negative
126494319749238784,negative
126494303173361664,negative
126494261922381824,negative
126493910037037056,negative
126493616519647232,negative
126493030185316352,negative
126492741764005888,negative
126492244151771136,negative
126491870900666368,negative
126491825660887040,negative
126491776482689024,negative
126491509527805952,negative
126491502493962240,negative
126491480087986176,negative
126490767345725440,negative
126490750958567424,negative
126490477288636416,negative
126489936944832512,negative
126488700975726592,negative
126487669533442048,negative
126487604035198976,negative
126487206570373120,negative
126487152338026496,negative
126486838549557248,negative
126486654830645248,negative
126486634458914816,negative
126535080557551616,neutral
126535043588964352,neutral
126535016049160192,neutral
126534917290070016,neutral
126534362148782080,neutral
126534144170790912,neutral
126534083797987328,neutral
126534080627093504,neutral
126533944832311296,neutral
126533740628422656,neutral
126533730671149056,neutral
126533567311392768,neutral
126533547803680768,neutral
126533491495157760,neutral
126533487590248448,neutral
126533485837037568,neutral
126532820507176960,neutral
126532798994583552,neutral
126532569259970560,neutral
126532361587396608,neutral
126532316859338752,neutral
126532178082410496,neutral
126532141302558720,neutral
126532121773883392,neutral
126532064823619584,neutral
126532054136524800,neutral
126532019999096832,neutral
126531893649874944,neutral
126531814071336960,neutral
126531693522857984,neutral
126531628087513088,neutral
126531561691693056,neutral
126531560194326528,neutral
126531556255870976,neutral
126531542733430784,neutral
126531524945395712,neutral
126531522487533568,neutral
126531297249202176,neutral
126531285475799040,neutral
126531278517448704,neutral
126530795987939328,neutral
126530766829129728,neutral
126530553477468160,neutral
126530551384506368,neutral
126530550394650624,neutral
126530532640169984,neutral
126530487840813056,neutral
126530423026233344,neutral
126529904731881472,neutral
126529833487446016,neutral
126529492582797312,neutral
126529490737303552,neutral
126529470814363648,neutral
126529468981452800,neutral
126529403067969536,neutral
126529224642281472,neutral
126529168715431936,neutral
126529111819681792,neutral
126529099018674176,neutral
126529019284946944,neutral
126528767228248064,neutral
126528551766867968,neutral
126528448050118656,neutral
126528318542589952,neutral
126528307004051456,neutral
126528290352660480,neutral
126528288729473024,neutral
126528287831891968,neutral
126528286871396352,neutral
126528248329940992,neutral
126528157573578752,neutral
126527897065373696,neutral
126527760662413312,neutral
126527757151776768,neutral
126527756036091904,neutral
126527743528673280,neutral
126527523529043968,neutral
126527262190346240,neutral
126527122218041344,neutral
126527077905207296,neutral
126526945008689152,neutral
126526850452299776,neutral
126526838251065344,neutral
126526793380409344,neutral
126526782001262592,neutral
126526594973052928,neutral
126526457974489088,neutral
126526371785752576,neutral
126525872915226624,neutral
126525730526998528,neutral
126525539442892800,neutral
126525506018492416,neutral
126525491954987008,neutral
126525475723022336,neutral
126525465715425280,neutral
126525210483638272,neutral
126525169756946432,neutral
126525031135195136,neutral
126525007525462016,neutral
126524889296412672,neutral
126524784120037376,neutral
126524764071264256,neutral
126524648874717184,neutral
126524290945384448,neutral
126524242635403264,neutral
126524229997953024,neutral
126524074179567616,neutral
126524003266473984,neutral
126523791735144448,neutral
126523776195231744,neutral
126523549493112832,neutral
126523519357030400,neutral
126523435772948480,neutral
126523421231300608,neutral
126523245649342464,neutral
126522997522702336,neutral
126522979080339456,neutral
126522978971299840,neutral
126522853779705856,neutral
126522802466598912,neutral
126522667703599104,neutral
126522664939565056,neutral
126522423771267072,neutral
126522225674301440,neutral
126521973672120320,neutral
126521718272573440,neutral
126521582809128960,neutral
126521573330010112,neutral
126521564979150848,neutral
126521489116766208,neutral
126521384657616896,neutral
126521228524658688,neutral
126521130197585920,neutral
126521102783619072,neutral
126520984122572800,neutral
126520920352358400,neutral
126520914413236224,neutral
126520707969581056,neutral
126520695218913280,neutral
126520611190218752,neutral
126520531934654464,neutral
126520511483219968,neutral
126520508903718912,neutral
126520504822661120,neutral
126520501442056192,neutral
126520500246687744,neutral
126520116795015168,neutral
126520107089395712,neutral
126520074717765632,neutral
126520020871294976,neutral
126519912821825536,neutral
126519469500669952,neutral
126519331956862976,neutral
126519306832982016,neutral
126519290722648064,neutral
126519251631747072,neutral
126519229515169792,neutral
126519227006988288,neutral
126519072195223552,neutral
126519044798029824,neutral
126519034488426496,neutral
126519019699314688,neutral
126518955526455296,neutral
126518773401391104,neutral
126518709358575616,neutral
126518669554626560,neutral
126518471893848064,neutral
126518469507289088,neutral
126518466315431936,neutral
126518461055774720,neutral
126518313160409088,neutral
126518252355584000,neutral
126518222487961600,neutral
126518218343972864,neutral
126518146063532032,neutral
126518121946292224,neutral
126518025863168000,neutral
126517966589267968,neutral
126517947329036288,neutral
126517930027515904,neutral
126517793792344064,neutral
126517583347326976,neutral
126517558152134656,neutral
126517526363504640,neutral
126517510915899392,neutral
126517487503294464,neutral
126517179272278016,neutral
126517076889321472,neutral
126516982936895488,neutral
126516936862474240,neutral
126516898845310976,neutral
126516776652640256,neutral
126516749242871808,neutral
126516744742387712,neutral
126516481679818752,neutral
126516342319890432,neutral
126516212749443072,neutral
126516054452211712,neutral
126515992737218560,neutral
126515637978796032,neutral
126515624984846336,neutral
126515576507084800,neutral
126515415592607744,neutral
126515341567344640,neutral
126515215255871488,neutral
126515104723374080,neutral
126514999375048704,neutral
126514945373376512,neutral
126514719828885504,neutral
126514719770161152,neutral
126514718188900352,neutral
126514697875894272,neutral
126514441314500608,neutral
126514438680489984,neutral
126514435949993984,neutral
126513983338450944,neutral
126513869467299840,neutral
126513499890397184,neutral
126513430508212224,neutral
126513429103128576,neutral
126513426968215552,neutral
126513317320736768,neutral
126513312857985024,neutral
126513307589935104,neutral
126513117944496128,neutral
126513115830554624,neutral
126513110264717312,neutral
126512932933734400,neutral
126512842194161664,neutral
126512471845515264,neutral
126512460629946368,neutral
126512277720535040,neutral
126512269847826432,neutral
126512265036959744,neutral
126512261543116800,neutral
126512199857475584,neutral
126512130752126976,neutral
126511907569020928,neutral
126511799947366400,neutral
126511624256372736,neutral
126511578777526272,neutral
126511507088478208,neutral
126511425760935936,neutral
126511400825790464,neutral
126511380365983744,neutral
126511358861778944,neutral
126511243371610112,neutral
126510976358035456,neutral
126510915771301888,neutral
126510815246422016,neutral
126510801803673600,neutral
126510781801046016,neutral
126510731549085696,neutral
126510402359140352,neutral
126510393114898432,neutral
126510377558216704,neutral
126510284536942592,neutral
126510143541231616,neutral
126510049039368192,neutral
126509936518762496,neutral
126509922505596928,neutral
126509783665745920,neutral
126509619819462656,neutral
126509495907135488,neutral
126509474935611392,neutral
126509381327134720,neutral
126509283260108800,neutral
126509226720903168,neutral
126509135842914304,neutral
126508885992415232,neutral
126508842367463424,neutral
126508789254979584,neutral
126508753997668352,neutral
126508642060083200,neutral
126508398522019840,neutral
126508044187217920,neutral
126508037400825856,neutral
126508035416928256,neutral
126507982543532032,neutral
126507925337411584,neutral
126507911844339712,neutral
126507657472393216,neutral
126507418539671552,neutral
126506926069645312,neutral
126506902145347584,neutral
126506895124086784,neutral
126506846499520512,neutral
126506795958153216,neutral
126506701259157504,neutral
126506651271430144,neutral
126506310228377600,neutral
126506306201858048,neutral
126506273662447616,neutral
126506272152502272,neutral
126506232432439296,neutral
126505781553147904,neutral
126505768299147264,neutral
126505670446022656,neutral
126505612690456576,neutral
126505607116238848,neutral
126505469601775616,neutral
126505424823402496,neutral
126505412068511744,neutral
126505392191705088,neutral
126505364307984384,neutral
126505359161573376,neutral
126505133587709952,neutral
126505125853401088,neutral
126505094664568832,neutral
126505086041067520,neutral
126504998799552512,neutral
126504923687960576,neutral
126504910844989440,neutral
126504893354741760,neutral
126504842469457920,neutral
126504774047772672,neutral
126504709036056576,neutral
126504479595044864,neutral
126504427275300864,neutral
126504377862205440,neutral
126504319859175424,neutral
126504126665334784,neutral
126504115508494336,neutral
126504077831045120,neutral
126503993768804352,neutral
126503947560165376,neutral
126503706760974336,neutral
126503703514578944,neutral
126503693355982848,neutral
126503688595447808,neutral
126503683142852608,neutral
126503627706732544,neutral
126503364103118848,neutral
126503349657935872,neutral
126503348613558272,neutral
126503090487705600,neutral
126503088461848576,neutral
126502770130960384,neutral
126502761608122368,neutral
126502730264088576,neutral
126502630578069504,neutral
126502626085969920,neutral
126502616128684032,neutral
126502614086070272,neutral
126502326356815872,neutral
126502296916987904,neutral
126502291799945216,neutral
126502250041454592,neutral
126502128737976320,neutral
126502101944778752,neutral
126502100308996096,neutral
126501988132327424,neutral
126501882331017216,neutral
126501647378690048,neutral
126501582274707456,neutral
126501535160074240,neutral
126501463752060928,neutral
126501463726899200,neutral
126501463672369152,neutral
126501463663976448,neutral
126501463659790336,neutral
126501463626223616,neutral
126501463554924544,neutral
126501463529754624,neutral
126501463487815680,neutral
126501428897382400,neutral
126501392163684352,neutral
126501360089825280,neutral
126501176559677440,neutral
126501155999203328,neutral
126500867280093184,neutral
126500856026771456,neutral
126500659833995264,neutral
126500532478148608,neutral
126500276994711552,neutral
126500259974234112,neutral
126500105762250752,neutral
126499963176886272,neutral
126499722805522432,neutral
126499712164560896,neutral
126499577443532800,neutral
126499521822867456,neutral
126499346022805504,neutral
126499314393546752,neutral
126499307284217856,neutral
126499293895987200,neutral
126499217807122432,neutral
126498840831475712,neutral
126498825992019968,neutral
126498759143211008,neutral
126498660811935744,neutral
126498593770184704,neutral
126498481534808064,neutral
126498259228303360,neutral
126498101124005888,neutral
126497969972330496,neutral
126497822009860096,neutral
126497642493648896,neutral
126497423815213056,neutral
126497346870718464,neutral
126497339933327360,neutral
126497339073495040,neutral
126497335831306240,neutral
126497288301457408,neutral
126497256382803968,neutral
126497160345829376,neutral
126497100866387968,neutral
126497008197435392,neutral
126496951746301952,neutral
126496930204352512,neutral
126496891797118976,neutral
126496853742198784,neutral
126496835933179904,neutral
126496835920609280,neutral
126496802634612736,neutral
126496726143086592,neutral
126496688163655680,neutral
126496634120056832,neutral
126496571541045248,neutral
126496553811709952,neutral
126496553748803584,neutral
126496493648609280,neutral
126496395132796928,neutral
126496303738912768,neutral
126496230984519680,neutral
126496228572790784,neutral
126496131554344960,neutral
126496131545960448,neutral
126496131529183232,neutral
126496131441102848,neutral
126496131411742720,neutral
126496131382382592,neutral
126496131378188288,neutral
126496131374006272,neutral
126496131353018368,neutral
126496068467822592,neutral
126495741014315008,neutral
126495706356789248,neutral
126495690636529664,neutral
126495653747634176,neutral
126495340026273792,neutral
126495319792959488,neutral
126495268538560512,neutral
126495169536208896,neutral
126495125303083008,neutral
126495072102522880,neutral
126495001868906496,neutral
126494909548077056,neutral
126494729474015232,neutral
126494691016441856,neutral
126494645403398144,neutral
126494532857643008,neutral
126494358508806144,neutral
126494314057568256,neutral
126494270650724352,neutral
126494239143116800,neutral
126494171065364480,neutral
126494094276042752,neutral
126493962499391488,neutral
126493954429550592,neutral
126493895625424896,neutral
126493811638677504,neutral
126493785533321216,neutral
126493567182061568,neutral
126493558365630464,neutral
126493553055633408,neutral
126493550618742784,neutral
126493370028797952,neutral
126493352370765824,neutral
126493335518068736,neutral
126493327540502528,neutral
126493322268250112,neutral
126493312650719232,neutral
126493280832724992,neutral
126493225811841024,neutral
126493189254291456,neutral
126493174477758464,neutral
126493155855052800,neutral
126493015907897344,neutral
126492985834733568,neutral
126492945057718272,neutral
126492886517809152,neutral
126492864174755840,neutral
126492839998783488,neutral
126492795027456000,neutral
126492775930798080,neutral
126492775842713600,neutral
126492759262633984,neutral
126492737766834176,neutral
126492735598366720,neutral
126492726601584640,neutral
126492719987179520,neutral
126492692984238080,neutral
126492604799004672,neutral
126492471759867904,neutral
126492440914956288,neutral
126492364138221568,neutral
126492325219278848,neutral
126492310866362368,neutral
126492274766004224,neutral
126492105026703360,neutral
126492088270454784,neutral
126492059308785664,neutral
126491876860755968,neutral
126491752260575232,neutral
126491726276853760,neutral
126491658341715968,neutral
126491610199490560,neutral
126491517924810752,neutral
126491513038442496,neutral
126491459078729728,neutral
126491255436881920,neutral
126491202810953728,neutral
126490806315008000,neutral
126490801982275584,neutral
126490797225934848,neutral
126490763151421440,neutral
126490712299675648,neutral
126490709921497088,neutral
126490662416826368,neutral
126490566837026816,neutral
126490278143082496,neutral
126490265463701504,neutral
126490235877081088,neutral
126490166897541120,neutral
126490158815125504,neutral
126490134869852160,neutral
126490118050684928,neutral
126490034865045504,neutral
126490011901231104,neutral
126489950614073344,neutral
126489908998176768,neutral
126489751325908992,neutral
126489719012990976,neutral
126489665116192768,neutral
126489609889783808,neutral
126489523776536576,neutral
126489506672160768,neutral
126489489328705536,neutral
126489300828307456,neutral
126489263490596864,neutral
126489146029129728,neutral
126489064319881216,neutral
126489048717074432,neutral
126488983164289024,neutral
126488935026266112,neutral
126488912037289984,neutral
126488727315943424,neutral
126488649905864704,neutral
126488582218203136,neutral
126488561888399360,neutral
126488352135450624,neutral
126487924043821056,neutral
126487912433975296,neutral
126487846038147072,neutral
126487807156944896,neutral
126487788433584128,neutral
126487744787660800,neutral
126487541569433600,neutral
126487465203736576,neutral
126487372039847936,neutral
126487167823388672,neutral
126487043462266880,neutral
126486964408033280,neutral
126486941364527104,neutral
126486926827065344,neutral
126486798640754688,neutral
126486616343724032,neutral
126486384902017024,neutral
126486348713570304,neutral
126486111689256960,neutral
126486051530354688,neutral
126485712836112384,neutral
126485684113522688,neutral
126485085942845440,neutral
126484200269426688,neutral
126484162302586880,neutral
126484021369778176,neutral
126484018211454976,neutral
126803641486163968,positive
126792129832951808,positive
126788430679113728,positive
126780006964805632,positive
126779403605770240,positive
126779217911349248,positive
126774092274741248,positive
126768366345138176,positive
126767508253454336,positive
126762337087655936,positive
126755785391869952,positive
126755232393867264,positive
126754593714606080,positive
126754500278104064,positive
126750973329817600,positive
126749591956762624,positive
126748497096622080,positive
126748156003221504,positive
126748155021762560,positive
126748153952206848,positive
126747965393084416,positive
126747962817781760,positive
126747960900984832,positive
126744770713362432,positive
126743288320491520,positive
126742063961214976,positive
126741671965769728,positive
126738939594813440,positive
126736431929507840,positive
126735438948995072,positive
126734527551913984,positive
126732577301217280,positive
126732240368570368,positive
126732148144209920,positive
126731873517965312,positive
126730153454870528,positive
126729713568849920,positive
126725535677157376,positive
126725332031127552,positive
126721324042305536,positive
126716103123673088,positive
126715314007314432,positive
126714241427312640,positive
126709513947594752,positive
126705831126384640,positive
126695555685560320,positive
126693834846515200,positive
126692533869871104,positive
126691809417113600,positive
126689578886246400,positive
126689007512993792,positive
126688284343672832,positive
126685198531297280,positive
126677986522054656,positive
126674853230149632,positive
126670032951443456,positive
126669652469350400,positive
126668529046007808,positive
126665091381854208,positive
126663720075141120,positive
126659125751971840,positive
126658961263951872,positive
126658937155108864,positive
126658528965439488,positive
126650473322262528,positive
126638821948403712,positive
126637126010929152,positive
126633708315873280,positive
126629320948060160,positive
126611718376919040,positive
126610651916410880,positive
126608712407322624,positive
126605340270788608,positive
126603756971360256,positive
126599751402668032,positive
126596256138137600,positive
126583935139454976,positive
126581165636333568,positive
126579574921371648,positive
126578340902617088,positive
126570919513686016,positive
126559269603647488,positive
126555956975910912,positive
126553559847288832,positive
126552645497405440,positive
126532025552347136,positive
126529895923843072,positive
126499160995282944,positive
126494986983325696,positive
126492789939765248,positive
126479912407273472,positive
126802977813037056,negative
126795554079510528,negative
126793207613894656,negative
126790861831938048,negative
126789739180326912,negative
126788223409197056,negative
126786271921184768,negative
126782820709441536,negative
126781543879421952,negative
126778114385772544,negative
126771575772020736,negative
126771575654596608,negative
126771575591665664,negative
126766935634485248,negative
126763744557662208,negative
126763108080427008,negative
126761988608098304,negative
126759080860725248,negative
126758070176059392,negative
126754989409452032,negative
126754753697943552,negative
126753683630333952,negative
126750481069510656,negative
126748219261726720,negative
126748091083788288,negative
126747859960856576,negative
126747247563112448,negative
126746946093330432,negative
126744670465306624,negative
126744386137624576,negative
126744132763910144,negative
126744130784198656,negative
126744129135845376,negative
126743725677346816,negative
126740373883191296,negative
126738867087884288,negative
126730748882460672,negative
126730580934135808,negative
126730265551843328,negative
126727758108823552,negative
126726935572262912,negative
126726458776358912,negative
126724991495569408,negative
126722961381134336,negative
126722095743893504,negative
126720736848117760,negative
126719328035942400,negative
126718833493938176,negative
126716806688804864,negative
126714471543619584,negative
126712110095925248,negative
126705293055889408,negative
126704033779023872,negative
126700315507572736,negative
126700014385897472,negative
126692062757269504,negative
126691815394000896,negative
126690175656001536,negative
126689051960033280,negative
126686283769712640,negative
126686075287642112,negative
126682137972834304,negative
126681641388216320,negative
126681389570596864,negative
126680630087008256,negative
126679134817624064,negative
126677032837971968,negative
126675041353076736,negative
126672651459633152,negative
126671856404144128,negative
126668133405696000,negative
126666768541421568,negative
126666110237032448,negative
126662601139695616,negative
126647829656641536,negative
126647697800310784,negative
126647264943943680,negative
126646630702260224,negative
126645939208327168,negative
126644987474608128,negative
126643061567668224,negative
126642517310570496,negative
126642328466243584,negative
126642036572041216,negative
126640632478445568,negative
126637450008346624,negative
126636886977556480,negative
126636535813636096,negative
126635317108289536,negative
126628406258450432,negative
126622538557177856,negative
126618374972248064,negative
126614764339212288,negative
126603861933817856,negative
126602276872794112,negative
126602276805685248,negative
126599337361932288,negative
126595347198902272,negative
126594799062102016,negative
126586083470360576,negative
126583473929588736,negative
126579470424473600,negative
126579121303207936,negative
126577595553824768,negative
126574432159408128,negative
126573688941318144,negative
126573680665964544,negative
126572762411171840,negative
126572362316513280,negative
126570851389800448,negative
126570732430966784,negative
126570180070481920,negative
126567507350913024,negative
126566106252062720,negative
126565636703924224,negative
126564844211154944,negative
126560723794010112,negative
126558437017530368,negative
126546665342640128,negative
126546043193147392,negative
126543225501650944,negative
126525932625334272,negative
126519630868119552,negative
126518620095393792,negative
126517164416049152,negative
126515911321591808,negative
126513363529383936,negative
126508179281547264,negative
126504435227701248,negative
126488915996721152,negative
126485347935862784,negative
126484955047006208,negative
126809228194217984,neutral
126808500356644864,neutral
126808393892634624,neutral
126805369619087360,neutral
126805239209803776,neutral
126804966491955200,neutral
126804937438003200,neutral
126804497493266432,neutral
126803763603312640,neutral
126803594216341504,neutral
126803513190789120,neutral
126803044426985472,neutral
126802586178293760,neutral
126802366996561920,neutral
126800882477174784,neutral
126800407585501184,neutral
126800313029099520,neutral
126798908335734784,neutral
126798906129526784,neutral
126797598425223168,neutral
126797364823457792,neutral
126797364433387520,neutral
126797363418370048,neutral
126797339758305280,neutral
126797209244151808,neutral
126797207159582720,neutral
126797206232645632,neutral
126796929366638592,neutral
126795614649466880,neutral
126795256225210368,neutral
126795026771607552,neutral
126795013752504320,neutral
126795009986002944,neutral
126794825998663680,neutral
126793516398546944,neutral
126792687138508800,neutral
126792112313352192,neutral
126791726559010816,neutral
126791479925555200,neutral
126790637243740160,neutral
126789918826565632,neutral
126789806905769984,neutral
126789806356303872,neutral
126789710705213440,neutral
126789040015020032,neutral
126788856476471296,neutral
126788488183037952,neutral
126786825913245696,neutral
126786517531242496,neutral
126786021340884992,neutral
126785035599749120,neutral
126784430185521152,neutral
126782184748097536,neutral
126781699811061760,neutral
126781384600727552,neutral
126781241423962112,neutral
126780592036646912,neutral
126779798986047488,neutral
126779783760723968,neutral
126779778090008576,neutral
126779040282587136,neutral
126778210783473664,neutral
126776771159916544,neutral
126775752610942976,neutral
126774185577021440,neutral
126773807875751936,neutral
126773769262997504,neutral
126773680196947968,neutral
126773504644349952,neutral
126773458519605248,neutral
126772660024774656,neutral
126772118879879168,neutral
126771594470232064,neutral
126769762452770816,neutral
126768953027608576,neutral
126768739692720128,neutral
126768259734315008,neutral
126768125386571776,neutral
126768055769513984,neutral
126768000949948416,neutral
126767824386531328,neutral
126767467077976064,neutral
126767049312714752,neutral
126766670109872128,neutral
126766092629712896,neutral
126765064299614208,neutral
126764662510452736,neutral
126764604218028032,neutral
126762652402860032,neutral
126762576557248512,neutral
126761994098442240,neutral
126761880801910784,neutral
126761759041265664,neutral
126761312016547840,neutral
126761103677071360,neutral
126761034341040128,neutral
126758826337771520,neutral
126758715981434880,neutral
126756834257285120,neutral
126755580604981248,neutral
126755433108082688,neutral
126755073664618496,neutral
126754216160145408,neutral
126753468160540672,neutral
126752950654746624,neutral
126752714385391616,neutral
126752712300826624,neutral
126752262281371648,neutral
126751213692792832,neutral
126751180557778944,neutral
126750292212584448,neutral
126749618229878784,neutral
126749567428468736,neutral
126749486545506304,neutral
126749360745758720,neutral
126749318198730752,neutral
126748764869378048,neutral
126748146582818816,neutral
126747712082292736,neutral
126747117120274432,neutral
126746786806247424,neutral
126746562062848000,neutral
126746140791144448,neutral
126745920967680000,neutral
126745707414691840,neutral
126745457232846848,neutral
126745293378166784,neutral
126745275686600704,neutral
126745248121618432,neutral
126744229912379392,neutral
126743926903283712,neutral
126743901968150528,neutral
126743843348561920,neutral
126743100809945088,neutral
126743096896655360,neutral
126742966890004480,neutral
126742062635810816,neutral
126741965915168768,neutral
126741817365504000,neutral
126741679024783360,neutral
126741473726177280,neutral
126740991087611904,neutral
126740408926609408,neutral
126740066138722304,neutral
126739377232687104,neutral
126737802657402880,neutral
126737400658538496,neutral
126737368001683456,neutral
126737116049833984,neutral
126736393987817472,neutral
126735639508037632,neutral
126735624299487232,neutral
126735411811848192,neutral
126735013667545088,neutral
126734632120102912,neutral
126734120058490880,neutral
126733687944515584,neutral
126733589328048128,neutral
126733404870942720,neutral
126732739083898880,neutral
126732384602296320,neutral
126732343254851584,neutral
126732316000264192,neutral
126731883659804672,neutral
126731759646810112,neutral
126729624217600000,neutral
126729179994656768,neutral
126728328358014976,neutral
126728277896347648,neutral
126727087770963968,neutral
126726863811903488,neutral
126726826923012096,neutral
126726199123771392,neutral
126725918629695488,neutral
126725691059351552,neutral
126725006729281536,neutral
126724433791549440,neutral
126724174378045440,neutral
126723741651714048,neutral
126723269326938112,neutral
126723018989907968,neutral
126722729444515840,neutral
126722549584379904,neutral
126722463265599488,neutral
126722284776980480,neutral
126722253579763712,neutral
126722158394228736,neutral
126722000549974016,neutral
126721061797629952,neutral
126720971515248640,neutral
126719738293391360,neutral
126718237252648960,neutral
126717789829472256,neutral
126717208557649920,neutral
126716851706277888,neutral
126716781510410240,neutral
126716221575004160,neutral
126715906096238592,neutral
126714453105446912,neutral
126713704099221504,neutral
126713363689517056,neutral
126713356739547136,neutral
126713203240607744,neutral
126712975309537280,neutral
126711721376235520,neutral
126710782615494656,neutral
126710485604237312,neutral
126709729924874240,neutral
126709714565349376,neutral
